Word,Category,WordClass,TranslationEng,TranslationEpo,TranslationSpa,Tags,SearchTermsEng,TransNote,LexiliAsel,Hyphenation,Synonyms,Antonyms,slug_mod,OfficialWord,TranslationDeu,TranslationFra,TranslationRus,TranslationZho,TranslationHin,TranslationAra,Etymological support,
marximalo,root,b,n: marshmallow,s: marŝmalo,s: malvavisco,yamxey,,,"Englisa (marshmallow), Fransesa (chamallow), Doycisa (Marshmallow), Indonesisa (marshmallow), Turkisa (marshmallow, marşmelov), Vyetnamsa (marshmallow), Rusisa (маршмэллоу “marxméllow”), Pilipinasa (marsmalow), Hindi (मार्श मैलो “marxmelo”), Niponsa (マシュマロ “maxumaro”), Telugusa (మార్ష్మల్లౌ “marxmalaw”), Koreasa (마시멜로 “maximelo”), Parsisa (مارشمالو “marxmalo”), Swahilisa (marshmallow, mashimelo)",,,,,TRUE,"S: Marshmallow, Mäusespeck","n: guimauve, marshmallow","сущ: маршмеллоу, зефир",名: 棉花糖,सं: मार्शमैलो,اسم: مَارْشْمَالُو، حَلْوَى الخَطْمِيَّة,,
maryami,root,b,"n: sage, _Salvia_",s: salvio,s: salvia,herba,,,"Indonesisa (marmia), Urdu (مریم گلی “maryam guli”), Arabisa (مَرْيَمِيَّة “maryamiya”), Parsisa (مریم گلی “maryam-goli”)",,,,,FALSE,S: Salbei,n: sauge,сущ: шалфей,名: 鼠尾草,"सं: सेज, सालवी",اسم: مَرْيَمِيَّة، قَصْعِين,,
masajiyen,derived,b,"n: massage therapist, masseur, masseuse","s: masaĝisto, masaĝanto",s: masajista,profesi,,,masaji + -yen,,,,,FALSE,"S: Masseur, Masseurin",n: masseur,"сущ: массажист, массажистка",名: 按摩师,"सं: मालिशिया, मसाज करने वाला",اسم: مُعَالِج تَدْلِيك، مُدَلِّك، مُدَلِّكَة,,
mase,root,b,n: mass (_physics_),s: maso,s: masa (_física_),fisika,,,"Doycisa (Masse), Englisa (mass), Espanisa (masa), Fransesa (masse), Rusisa (масса “masa”), Indonesisa (massa), Pilipinasa (masa), Swahilisa (masi)",,,,,TRUE,S: Masse (_Physik_),n: masse (_physique_),сущ: масса,名: 质量,सं: द्रव्यमान,اسم: كُتْلَة (_فِيزْيَاء_),,
masele,root,b,"n: issue, matter, affair",s: afero,s: asunto,"500 maxim pimpan genulexi ji fikso, bage 2 de lista 500",,,"Arabisa (مسألة “mas'ala”), Parsisa (مسئله “masale”), Turkisa (mesele), Indonesisa (masalah), Hindi (मसला “mas-la”)",,,,,TRUE,"S: Angelegenheit, Sache, Anliegen","n: affaire, question","сущ: дело, вопрос","名: 事情, 事务","सं: मामला, मसला, बात",اسم: قَضِيَّة، أَمْر، شَأْن,,
maskuyen,derived,b,n: masked person,"s: maskulo, maskiĝinto, maskito, sinmaskanto",s: enmascarado,,,,masku + -yen,,,,,FALSE,"S: Maskierter, maskierte Person",n: personne masquée,"сущ: человек в маске, замаскированный","名: 戴面具的人, 蒙面人",सं: नक़ाबपोश,اسم: مُقَنَّع، شَخْص مُرْتَدٍ قِنَاعًا,,
maso,root,b,"n: meat, flesh","s: viando, karno",s: carne,yamxey,,,"Hindi (मांस “maans”), Rusisa (мясо “myaso”), Ceskisa (maso)",,,,,TRUE,S: Fleisch,"n: viande, chair","сущ: мясо, плоть",名: 肉,"सं: मांस, गोश्त",اسم: لَحْم,,
masodukan,derived,b,"n: butcher shop, butcher's, butchery",s: buĉejo,s: carnicería,dom,,,maso + dukan,,,,,FALSE,"S: Metzgerei, Fleischerei, Schlachterei",n: boucherie,"сущ: мясной магазин, мясная лавка","名: 肉店, 肉铺",सं: क़साई की दुकान,اسم: جَزَّارَة، مَحَلّ لُحُوم، مَلْحَمَة,,
masokismo,derived,b,n: masochism,s: masoĥismo,s: masoquismo,,,,Masok + -ismo,,,,,FALSE,S: Masochismus,n: masochisme,сущ: мазохизм,"名: 受虐癖, 受虐狂","सं: स्वपीड़नप्रियता, मैसोकिज़्म",اسم: مَازُوخِيَّة,,
masokista,derived,b,n: masochist,s: masoĥisto,s: masoquista,,,,Masok + -ista,,,,,FALSE,S: Masochist,n: masochiste,сущ: мазохист,"名: 受虐狂, 受虐者","सं: स्वपीड़नप्रिय, मैसोकिस्ट",اسم: مَازُوخِيّ,,
masonenyamyen,derived,b,n: vegetarian,s: vegetarano,s: vegetariano,,,,maso + nen- + yam + -yen,maso-nenyamyen,vegetariyen,,,FALSE,S: Vegetarier,n: végétarien,сущ: вегетарианец,"名: 素食者, 素食主义者",सं: शाकाहारी,اسم: نَبَاتِيّ,,
masoyen,derived,b,n: butcher,"s: viandisto, buĉisto",s: carnicero,profesi,,,maso + -yen,,,,,FALSE,"S: Metzger, Fleischer, Schlachter",n: boucher,сущ: мясник,"名: 屠夫, 肉贩",सं: क़साई,اسم: جَزَّار، لَحَّام,,
matemati,root,b,"n: mathematics, math, maths",s: matematiko,s: matemáticas,domeni,,,"Doycisa (Mathematik), Englisa (mathematics), Espanisa (matemática), Fransesa (mathématiques), Rusisa (математика “matematika”), Indonesisa (matematik), Pilipinasa (matematika), Turkisa (matematik)",,,,,TRUE,S: Mathematik,"n: mathématiques, maths",сущ: математика,名: 数学,सं: गणित,اسم: رِيَاضِيَّات,,
matematiyen,derived,b,n: mathematician,s: matematikisto,s: matemático,"profesi, matemati",,,matemati + -yen,,,,,FALSE,S: Mathematiker,n: mathématicien,сущ: математик,名: 数学家,सं: गणितज्ञ,اسم: عَالِم رِيَاضِيَّات، رِيَاضِيّ,,
materyal,root,b,n: material,s: materialo,s: material,"500 maxim pimpan genulexi ji fikso, bage 4 de lista 500",,,"Englisa (material), Fransesa (matériau), Doycisa (Material), Rusisa (материал “material”), Espanisa (material), Indonesisa (materi), Pilipinasa (materyal)",,,,,TRUE,"S: Material, Werkstoff",n: matériau,сущ: материал,"名: 材料, 原料","सं: सामग्री, माल",اسم: مَادَّة، خَامَة,,
matrasu,root,b,n: mattress,s: matraco,s: colchón,somnokamer,,,"Englisa (mattress), Fransesa (matelas), Rusisa (матрас “matras”, матрац “matrats”), Doycisa (Matratze), Indonesisa (matras), Niponsa (マットレス “matoresu”), Koreasa (매트리스 “meturisu”)",,,,,TRUE,S: Matratze,n: matelas,"сущ: матрас, матрац",名: 床垫,सं: गद्दा,اسم: مَرْتَبَة، فِرَاش,,
matre,root,b,n: mother,s: patrino,s: madre,"500 maxim pimpan genulexi ji fikso, bage 4 de lista 500, famil",,,"Englisa (mother), Doycisa (Mutter), Fransesa (mère), Espanisa (madre), Hindi (माता “mātā”, मादर “mādar”), Parsisa (مادر “mâdar”)",,"atre, mama","patre, papa",,TRUE,S: Mutter,n: mère,сущ: мать,"名: 母亲, 妈妈","सं: माँ, माता",اسم: أُمّ، وَالِدَة,,
matreya,derived,b,"n: motherhood, maternity",s: patrineco,s: maternidad,,,,matre + -ya,,,,,FALSE,"S: Mutterschaft, Mutterleben",n: maternité,сущ: материнство,"名: 母性, 母亲身份",सं: मातृत्व,اسم: أُمُومَة,,
matris,root,b,n: matrix,s: matrico,s: matriz,matemati,,,"Englisa (matrix), Espanisa (matriz), Fransesa (matrice), Rusisa (матрица “matritsa”), Doycisa (Matrix), Indonesisa (matriks), Pilipinasa (matris), Niponsa (マトリックス “matoriksu”), Telugusa (మాత్రిక “matrika”), Turkisa (matris), Parsisa (ماتری‎, matris)",,,,,TRUE,"S: Matrix, Matrize",n: matrice,сущ: матрица,名: 矩阵,"सं: आव्यूह, मैट्रिक्स",اسم: مَصْفُوفَة، مَاتْرِكْس,,
maux,root,b,"n: mouse (_rodent, computer device_)",s: muso,s: ratón,"nageyen, komputer",,kompara: rato,"Englisa (mouse), Doycisa (Maus), Rusisa (мышь “mýš'”), Parsisa (موش “mosh”)",,,,,TRUE,"S: MauS (_Nagetier, Computergerät_)","n: souris (_rongeur, informatique_)",сущ: мышь,"名: 鼠标, 老鼠","सं: चूहा, माउस",اسم: فَأْر (_قَارِض، جِهَاز حَاسُوب_),,
maximumya,derived,b,n: (the) maximum,s: maksimumo,s: máximo,,,,maximum + -ya,,,minimumya,,FALSE,"S: (das) Maximum, Höchstwert",n: maximum,сущ: максимум,名: 最大值,"सं: अधिकतम, ज़्यादा से ज़्यादा",اسم: الحَدّ الأَقْصَى، القِيمَة القُصْوَى,,
maxina,root,b,"n: machine; quasi-sfx (affixed to nouns): machine, device, apparatus","s: maŝino; kvazaŭ-sfk (afiksata al substantivoj): maŝino, aparato, ilo",s: máquina,"500 maxim pimpan genulexi ji fikso, bage 5 de lista 500, tul",,,"Englisa (machine), Fransesa (machine), Doycisa (Maschine), Rusisa (машина “maxina”), Espanisa (máquina), Indonesisa (mesin), Pilipinasa (makina), Arabisa (مَاكِينَة “makina”), Hindi (मशीन “maxin”), Niponsa (マシン “maxin”), Koreasa (머신 “moxin”), Turkisa (makine), Parsisa (ماشین “maxin”), Swahilisa (mashine)",,,,,TRUE,"S: Maschine; Quasi-Suf (an Substantive angehängt): Maschine, Gerät, Apparat","n: machine; quasi-suf (_attaché aux noms_): machine, appareil, dispositif","сущ: машина; квази-суффикс (присоединяется к существительным): машина, аппарат, устройство","名: 机器, 机械; 词根后缀: 机, 设备, 仪器","सं: मशीन, यंत्र; प्रत्य: -यंत्र, -उपकरण",اسم: آلَة، مَاكِينَة؛ شِبْه لَاحِقَة: آلَة، جِهَاز، أَدَاة,,
maxoriya,derived,b,n: majority,"s: plejmulto, plejparto",s: mayoría,,,,maxori + -ya,,,minoriya,,FALSE,"S: Mehrheit, Majorität, Großteil",n: majorité,сущ: большинство,"名: 多数, 大多数","सं: बहुमत, बहुसंख्या",اسم: أَغْلَبِيَّة، غَالِبِيَّة,,
maxusxey,derived,b,"n: addition, attachment, appendix",s: aldonaĵo,"s: adición, anexo, apéndice",,,,maxus + -xey,,,,,FALSE,"S: Zusatz, Ergänzung, Anhang, Anlage","n: ajout, supplément, appendice","сущ: дополнение, приложение","名: 附录, 附件","सं: अतिरिक्त, जोड़, परिशिष्ट",اسم: إِضَافَة، مُلْحَق,,
maxya,derived,b,n: more,s: plio (_substantivo_),s: más,,,,max + -ya,,,,,FALSE,"S: Mehr, Mehrwert",n: plus (_quantité supérieure_),сущ: больше,名: 更多,"सं: अधिक, ज़्यादा",اسم: مَزِيد، المَزِيد,,
maydotora,derived,b,n: vending machine,"s: vendilo, vendaŭtomato",s: máquina expendedora,"tul, ekonomi",,,maydo + tora,,,,,FALSE,"S: Verkaufsautomat, Automat",n: distributeur automatique (_de vente_),"сущ: торговый автомат, вендинговый автомат",名: 自动售货机,सं: वेंडिंग मशीन,اسم: مَاكِينَة بَيْع، آلَة بَيْع,,
maydoyen,derived,b,n: seller,"s: vendisto, vendanto",s: vendedor,ekonomi,,,maydo + -yen,,,,,FALSE,"S: Verkäufer, Anbieter",n: vendeur,сущ: продавец,"名: 卖家, 卖主",सं: विक्रेता,اسم: بَائِع,,
maymun,root,b,"n: monkey, ape",s: simio,"s: mono, simio",primate,,,"Arabisa (مَيْمُون “maymūn”), Parsisa (میمون “maymun”), Turkisa (maymun), Serbihervatskasa (мајмун, majmun)",,,,,TRUE,S: Affe,n: singe,сущ: обезьяна,"名: 猴子, 猿","सं: बंदर, वानर",اسم: قِرْد، سَعْدَان,,
mayones,root,b,"n: mayonnaise, mayo",s: majonezo,s: mayonesa,sawsa,,,"Englisa (mayonnaise), Fransesa (mayonnaise), Espanisa (mayonesa), Pilipinasa (mayonesa), Rusisa (майонез “mayonez”), Doycisa (Majonäse), Indonesisa (mayones), Putunhwa (美乃滋 “meynayzi”), Hindi (मेयोनेज़ “meyonez”), Arabisa (مَايُونِيز “mayuniz”), Niponsa (マヨネーズ “mayonezu”), Telugusa (మయొనయిస్ “mayonayis”), Turkisa (mayonez), Koreasa (마요네즈 “mayoneju”), Vyetnamsa (may-on-ne), Parsisa (مایونز “mayonez”), Swahilisa (mayonesi)",,,,,TRUE,"S: Mayonnaise, Majo",n: mayonnaise,сущ: майонез,名: 蛋黄酱,सं: मेयोनेज़,اسم: مَايُونِيز,,
mazbahu,root,b,n: altar,s: altaro,s: altar,dini,,,"Indonesisa (mezbah), Arabisa (مَذْبَح “maḏbah”), Parsisa (مذبح “mazbah”), Swahilisa (madhabahu)",,,,,TRUE,S: Altar,n: autel,сущ: алтарь,名: 祭坛,"सं: वेदी, मज़बह",اسم: مَذْبَح، مَحْرَاب,,
medala,root,b,n: medal,s: medalo,s: medalla,xey,,,"Englisa (medal), Espanisa (medalla), Fransesa (médaille), Rusisa (медаль “medal”), Doycisa (Medaille), Indonesisa (medali), Pilipinasa (medalya), Hindi (मेडल “medal”), Arabisa (مِيدَالِيَة “midaliya”, مِِيدَالْيَة “midalya”), Niponsa (メダル “medaru”), Turkisa (madalya), Koreasa (메달 “medal”), Vyetnamsa (mề đay), Parsisa (مدال “medâl”), Swahilisa (medali)",,,,,TRUE,S: Medaille,n: médaille,сущ: медаль,"名: 奖章, 勋章",सं: पदक,اسم: مِيدَالِيَّة، وِسَام,,
medan,root,b,"n: field, range, court, courtyard, yard, patio",s: kampo,"s: campo, cancha, patio",dom,,,"Hindi (मैदान “medan”), Arabisa (مَيْدَان “maydan”), Indonesisa (medan), Telugusa (మైదానము “maydanamu”), Parsisa (میدان “meydan”)",,,,,TRUE,"S: Feld, Hof, Innenhof, Platz, Patio","n: champ, terrain, cour","сущ: поле, площадка, двор","名: 场地, 田野","सं: मैदान, आँगन",اسم: حَقْل، مَيْدَان، مَلْعَب، فِنَاء,,
medisdom,derived,b,n: clinic,s: kliniko,s: clínica,medis,,,medis + -dom,,,,,FALSE,"S: Klinik, Praxis, Ambulanz",n: clinique,сущ: клиника,名: 诊所,"सं: क्लिनिक, चिकित्सालय",اسم: عِيَادَة، مُسْتَوْصَف,,
medisya,derived,b,n: (medical) treatment,s: kuracado,s: tratamiento (médico),medis,,,medis + -ya,,,,,FALSE,"S: Behandlung, Therapie, Heilbehandlung",n: traitement (_médical_),сущ: лечение,"名: 治疗, 医治","सं: इलाज, चिकित्सा",اسم: عِلَاج,,
medisyen,derived,b,"n: physician, doctor",s: kuracisto,s: médico,"medis, profesi",,,medis + -yen,,,,,FALSE,"S: Arzt, Mediziner",n: médecin,"сущ: врач, доктор","名: 医生, 内科医生","सं: चिकित्सक, डॉक्टर",اسم: طَبِيب,,
meditayen,derived,b,n: meditator,s: meditanto,s: meditador,,,,medita + -yen,,,,,FALSE,"S: Meditierender, Meditationspraktizierender",n: méditant,сущ: медитирующий,"名: 冥想者, 打坐者","सं: ध्यान करने वाला, साधक",اسم: مُتَأَمِّل، مُمَارِس تَأَمُّل,,
medya,root,b,"n: medium, media",s: (amas)komunikiloj,s: medio(s) de comunicación,,,,"Englisa (media), Fransesa (médias), Doycisa (Medien), Espanisa (medios), Putunhwa (媒体 “méitǐ”), Hindi (माध्यम “mādhyam”), Telugusa (మాధ్యమం “mādhyamaṁ”), Indonesisa (media), Turkisa (medya), Niponsa (メディア “media”), Koreasa (미디어 “midio”), Parsisa (مدیا “mediá”)",,,,,TRUE,"S: Medien, Massenmedien, Kommunikationsmittel","n: média, médias","сущ: средства массовой информации, СМИ",名: 媒体,"सं: मीडिया, संचार माध्यम",اسم: وَسَائِل إِعْلَام، إِعْلَام,,
meganyan,derived,b,"n: megayear, millionennium",s: jarmiliono,s: millón de años,,,,mega + nyan,,,,,FALSE,"S: Megajahr, Jahrmillion",n: million d'années,сущ: миллион лет,名: 百万年,सं: दस लाख वर्ष,اسم: مِلْيُون سَنَة,,
megu,root,b,n: cloud,s: nubo,s: nube,klima,,,"Hindi (मेघ “megh”), Telugusa (మేఘము “mēghamu”)",,,,,TRUE,S: Wolke,n: nuage,"сущ: облако, туча","名: 云, 云朵",सं: बादल,اسم: سَحَابَة، غَيْمَة,,
mehman,root,b,n: guest,s: gasto,"s: invitado, huésped",person,,,"Hindi (मेहमान “mehmaan”), Parsisa (مهمان “mehman”)",,,,,TRUE,S: Gast,"n: invité, hôte (_reçu_)",сущ: гость,"名: 客人, 宾客","सं: मेहमान, अतिथि",اسم: ضَيْف,,
mehmandom,derived,b,n: hostel,s: gastejo,s: hostal,,,,mehman + -dom,,,,,FALSE,"S: Herberge, Hostel, Gasthaus","n: auberge, auberge de jeunesse","сущ: хостел, общежитие","名: 旅舍, 青年旅馆","सं: धर्मशाला, होस्टल",اسم: نُزُل، بَيْت شَبَاب,,
mehmangiyen,derived,b,n: host,s: gastiganto,s: anfitrión,,,,mehman + -gi + -yen,,,,,FALSE,"S: Gastgeber, Wirt",n: hôte (_qui reçoit_),"сущ: хозяин, принимающий","名: 主人, 东道主",सं: मेज़बान,اسم: مُضِيف,,
mekani,root,b,n: mechanism,"s: meĥanismo, mekanismo, meĥanikaĵo, mekanikaĵo",s: mecanismo,,,,"Englisa (mechanism, mechanic), Fransesa (mécanisme, mécanique), Doycisa (Mechanismus, Mechanik), Rusisa (механизм “mehanizm”, механика “mehanika”), Espanisa (mecanismo, mecánica), Parsisa (مکانیزم “mekânizm”, مکانیک “mekânik”), Turkisa (mekanizma, mekanik), Indonesisa (mekanika), Pilipinasa (mekanismo, mekanika), Niponsa (メカニズム “mekanizumu”), Koreasa (메커니즘 “mekonijum”)",,,,,TRUE,"S: Mechanismus, Triebwerk",n: mécanisme,сущ: механизм,"名: 机制, 机械装置","सं: तंत्र, यांत्रिकी",اسم: آلِيَّة، مِيكَانِيكِيَّة,,
